Aasta;Kategooria;Lavastuse liik / žanr;Lavastused;..uuslavastused;Etendused;..külalisetendused;Vaatajad, tuhat;Teatriskäigud 1000 elaniku kohta;Keskmine piletihind, eurot
;Muud teatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Muud teatrid;..muu tantsulavastus;1;1;3;..;0,30;0,20;..
;Muud teatrid;..muusika- ja liikumislavastus;9;5;128;..;17;12,90;..
;Muud teatrid;..muusikal;1;0;2;..;0,10;0,10;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;1;1;59;..;4,40;3,30;..
;Muud teatrid;..nukulavastus;10;1;176;..;12,70;9,60;..
;Muud teatrid;..nüüdistants;31;18;171;..;15,90;12,10;..
;Muud teatrid;..objektiteatri lavastus;3;0;28;..;2,80;2,10;..
;Muud teatrid;..ooper;0;0;0;..;0;0;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;31;20;261;..;24,40;18,50;..
;Muud teatrid;..tragikomöödia;2;1;19;..;1,80;1,40;..
;Muud teatrid;Kokku;241;105;2 893;1 549;298,60;226,60;9,61
;Muud teatrid;Mitmeliigilavastus;50;29;590;146;51,10;38,80;10,54
;Muud teatrid;Muu lavastus;2;1;87;74;12,80;9,80;4,08
;Muud teatrid;Muusikalavastus;6;3;23;7;5;3,80;17,20
;Muud teatrid;Nuku- ja objektiteatri lavastus;14;2;263;241;19,90;15,10;4,30
;Muud teatrid;Sõnalavastus;134;50;1 745;984;192,40;146;10,65
;Muud teatrid;Tantsulavastus;35;20;185;97;17,30;13,20;6,24
;Riigi- ja linnateatrid;..draama;150;61;1 996;..;332,70;252,50;..
;Riigi- ja linnateatrid;..klassikaline tants;17;2;125;..;69,60;52,80;..
;Riigi- ja linnateatrid;..komöödia;41;5;485;..;132,30;100,40;..
;Riigi- ja linnateatrid;..muu;6;3;54;..;7,70;5,90;..
;Riigi- ja linnateatrid;..muu muusikalavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusikal;10;1;125;..;81,90;62,20;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;4;0;44;..;6;4,50;..
;Riigi- ja linnateatrid;..nukulavastus;19;1;326;..;31,30;23,70;..
;Riigi- ja linnateatrid;..nüüdistants;8;6;78;..;13,30;10,10;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;1;1;8;..;0,90;0,70;..
;Riigi- ja linnateatrid;..ooper;23;5;114;..;57,50;43,70;..
;Riigi- ja linnateatrid;..operett;6;1;45;..;26,70;20,30;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;21;11;266;..;71;53,90;..
;Riigi- ja linnateatrid;..tragikomöödia;12;2;154;..;34,50;26,20;..
;Riigi- ja linnateatrid;Kokku;318;99;3 820;675;865,40;656,90;11,81
;Riigi- ja linnateatrid;Mitmeliigilavastus;27;14;320;53;78,80;59,80;8,71
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;0;0;0;0
;Riigi- ja linnateatrid;Muusikalavastus;39;7;284;34;166,20;126,20;15,41
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;24;2;378;109;38,10;28,90;5,75
;Riigi- ja linnateatrid;Sõnalavastus;203;68;2 635;459;499,40;379,10;11,61
;Riigi- ja linnateatrid;Tantsulavastus;25;8;203;20;82,90;62,90;13,92
;Teatrid kokku;..draama;240;93;3 055;..;443,80;336,90;..
;Teatrid kokku;..klassikaline tants;20;3;136;..;70,70;53,70;..
;Teatrid kokku;..komöödia;83;22;1 152;..;211,70;160,70;..
;Teatrid kokku;..muu;16;7;255;..;17,50;13,30;..
;Teatrid kokku;..muu muusikalavastus;5;3;21;..;5;3,80;..
;Teatrid kokku;..muu sõnalavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muu tantsulavastus;1;1;3;..;0,30;0,20;..
;Teatrid kokku;..muusika- ja liikumislavastus;9;5;128;..;17;12,90;..
;Teatrid kokku;..muusikal;11;1;127;..;82;62,20;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;5;1;103;..;10,40;7,90;..
;Teatrid kokku;..nukulavastus;29;2;502;..;44;33,40;..
;Teatrid kokku;..nüüdistants;39;24;249;..;29,20;22,20;..
;Teatrid kokku;..objektiteatri lavastus;4;1;36;..;3,70;2,80;..
;Teatrid kokku;..ooper;23;5;114;..;57,50;43,70;..
;Teatrid kokku;..operett;6;1;45;..;26,70;20,30;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;52;31;527;..;95,40;72,40;..
;Teatrid kokku;..tragikomöödia;14;3;173;..;36,30;27,60;..
;Teatrid kokku;Kokku;559;204;6 713;2 224;1 164;883,50;10,30
;Teatrid kokku;Mitmeliigilavastus;77;43;910;199;129,80;98,60;9,18
;Teatrid kokku;Muu lavastus;2;1;87;74;12,80;9,80;4,08
;Teatrid kokku;Muusikalavastus;45;10;307;41;171,20;130;15,43
;Teatrid kokku;Nuku- ja objektiteatri lavastus;38;4;641;350;58;44;5,04
;Teatrid kokku;Sõnalavastus;337;118;4 380;1 443;691,80;525,20;11,38
;Teatrid kokku;Tantsulavastus;60;28;388;117;100,20;76,10;13,28
2018;Muud teatrid;..draama;119;58;1 245;..;131,40;99,40;..
;Muud teatrid;..klassikaline tants;3;1;15;..;1,80;1,40;..
;Muud teatrid;..komöödia;34;8;504;..;64,20;48,50;..
;Muud teatrid;..muu;12;5;230;..;8,30;6,30;..
;Muud teatrid;..muu muusikalavastus;5;2;20;..;3,20;2,40;..
;Muud teatrid;..muu sõnalavastus;2;1;24;..;1;0,80;..
;Muud teatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Muud teatrid;..muusika- ja liikumislavastus;6;0;126;..;17,90;13,50;..
;Muud teatrid;..muusikal;3;2;29;..;23,90;18,10;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;0;0;0;..;0;0;..
;Muud teatrid;..nukulavastus;10;3;242;..;17,40;13,20;..
;Muud teatrid;..nüüdistants;33;20;175;..;18,60;14;..
;Muud teatrid;..objektiteatri lavastus;1;0;1;..;0;0;..
;Muud teatrid;..ooper;0;0;0;..;0;0;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;30;16;252;..;21,50;16,20;..
;Muud teatrid;..tragikomöödia;1;0;17;..;2,40;1,80;..
;Muud teatrid;Kokku;260;116;2 942;1 435;325,10;245,90;11,50
;Muud teatrid;Mitmeliigilavastus;48;21;608;174;47,70;36,10;13,51
;Muud teatrid;Muu lavastus;1;0;62;52;13,50;10,20;2,91
;Muud teatrid;Muusikalavastus;8;4;49;12;27,10;20,50;18,43
;Muud teatrid;Nuku- ja objektiteatri lavastus;11;3;243;241;17,40;13,20;3
;Muud teatrid;Sõnalavastus;156;67;1 790;863;199,10;150,60;11,70
;Muud teatrid;Tantsulavastus;36;21;190;93;20,40;15,40;10,51
;Riigi- ja linnateatrid;..draama;161;56;2 009;..;355,40;268,90;..
;Riigi- ja linnateatrid;..klassikaline tants;12;2;99;..;62,60;47,40;..
;Riigi- ja linnateatrid;..komöödia;38;11;479;..;119,80;90,60;..
;Riigi- ja linnateatrid;..muu;5;1;84;..;21,70;16,40;..
;Riigi- ja linnateatrid;..muu muusikalavastus;2;2;8;..;2,10;1,60;..
;Riigi- ja linnateatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusikal;10;3;133;..;81;61,20;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;5;3;98;..;11,70;8,80;..
;Riigi- ja linnateatrid;..nukulavastus;17;1;246;..;25,30;19,20;..
;Riigi- ja linnateatrid;..nüüdistants;12;3;61;..;15,80;11,90;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;1;0;10;..;0,80;0,60;..
;Riigi- ja linnateatrid;..ooper;23;2;114;..;51,30;38,80;..
;Riigi- ja linnateatrid;..operett;5;1;58;..;33;25;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;21;8;257;..;63,70;48,20;..
;Riigi- ja linnateatrid;..tragikomöödia;10;2;97;..;22,70;17,10;..
;Riigi- ja linnateatrid;Kokku;322;95;3 753;593;866,90;655,80;12,83
;Riigi- ja linnateatrid;Mitmeliigilavastus;26;9;341;75;85,40;64,60;9,54
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;0;0;0;0
;Riigi- ja linnateatrid;Muusikalavastus;40;8;313;30;167,40;126,60;17,20
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;23;4;354;99;37,80;28,60;7,23
;Riigi- ja linnateatrid;Sõnalavastus;209;69;2 585;368;497,90;376,60;12,10
;Riigi- ja linnateatrid;Tantsulavastus;24;5;160;21;78,40;59,30;14,34
;Teatrid kokku;..draama;280;114;3 254;..;486,90;368,30;..
;Teatrid kokku;..klassikaline tants;15;3;114;..;64,50;48,80;..
;Teatrid kokku;..komöödia;72;19;983;..;184;139,20;..
;Teatrid kokku;..muu;17;6;314;..;30;22,70;..
;Teatrid kokku;..muu muusikalavastus;7;4;28;..;5,30;4;..
;Teatrid kokku;..muu sõnalavastus;2;1;24;..;1;0,80;..
;Teatrid kokku;..muu tantsulavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muusika- ja liikumislavastus;6;0;126;..;17,90;13,50;..
;Teatrid kokku;..muusikal;13;5;162;..;104,90;79,30;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;5;3;98;..;11,70;8,80;..
;Teatrid kokku;..nukulavastus;27;4;488;..;42,70;32,30;..
;Teatrid kokku;..nüüdistants;45;23;236;..;34,40;26;..
;Teatrid kokku;..objektiteatri lavastus;2;0;11;..;0,80;0,60;..
;Teatrid kokku;..ooper;23;2;114;..;51,30;38,80;..
;Teatrid kokku;..operett;5;1;58;..;33;25;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;51;24;509;..;85,20;64,40;..
;Teatrid kokku;..tragikomöödia;11;2;114;..;25,10;19;..
;Teatrid kokku;Kokku;582;211;6 695;2 028;1 192;901,70;12,56
;Teatrid kokku;Mitmeliigilavastus;74;30;949;249;133;100,60;10,43
;Teatrid kokku;Muu lavastus;1;0;62;52;13,50;10,20;2,91
;Teatrid kokku;Muusikalavastus;48;12;362;42;194,50;147,10;17,45
;Teatrid kokku;Nuku- ja objektiteatri lavastus;34;7;597;340;55,30;41,80;6,12
;Teatrid kokku;Sõnalavastus;365;136;4 375;1 231;697;527,20;12
;Teatrid kokku;Tantsulavastus;60;26;350;114;98,80;74,70;14,14
2019;Muud teatrid;..draama;133;50;1 472;..;149,30;112,50;..
;Muud teatrid;..klassikaline tants;4;0;31;..;4,10;3,10;..
;Muud teatrid;..komöödia;43;13;574;..;98,50;74,30;..
;Muud teatrid;..muu;11;7;99;..;8,80;6,70;..
;Muud teatrid;..muu muusikalavastus;2;1;11;..;1,30;1;..
;Muud teatrid;..muu sõnalavastus;3;0;60;..;4,50;3,40;..
;Muud teatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Muud teatrid;..muusika- ja liikumislavastus;7;6;102;..;14,50;10,90;..
;Muud teatrid;..muusikal;3;1;32;..;23,10;17,40;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;2;2;24;..;1,90;1,50;..
;Muud teatrid;..nukulavastus;12;3;194;..;15,80;11,90;..
;Muud teatrid;..nüüdistants;33;19;185;..;12,60;9,50;..
;Muud teatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Muud teatrid;..ooper;2;2;15;..;3,20;2,40;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;35;19;312;..;37,20;28;..
;Muud teatrid;..tragikomöödia;8;7;117;..;16,60;12,50;..
;Muud teatrid;Kokku;299;130;3 279;1 807;402,20;303,10;13,19
;Muud teatrid;Mitmeliigilavastus;53;32;513;144;60,50;45,60;14,74
;Muud teatrid;Muu lavastus;1;0;51;44;10,80;8,20;3,12
;Muud teatrid;Muusikalavastus;7;4;58;23;27,60;20,80;24,62
;Muud teatrid;Nuku- ja objektiteatri lavastus;14;5;218;196;17,80;13,40;3,44
;Muud teatrid;Sõnalavastus;187;70;2 223;1 303;268,90;202,70;12,82
;Muud teatrid;Tantsulavastus;37;19;216;97;16,60;12,50;7,31
;Riigi- ja linnateatrid;..draama;145;46;1 959;..;352,50;265,60;..
;Riigi- ja linnateatrid;..klassikaline tants;16;3;115;..;73,80;55,60;..
;Riigi- ja linnateatrid;..komöödia;47;15;661;..;154;116;..
;Riigi- ja linnateatrid;..muu;4;2;43;..;9,30;7;..
;Riigi- ja linnateatrid;..muu muusikalavastus;1;0;2;..;0,80;0,60;..
;Riigi- ja linnateatrid;..muu sõnalavastus;1;1;9;..;1,30;1;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;1;1;6;..;2,70;2;..
;Riigi- ja linnateatrid;..muusikal;12;2;147;..;82,50;62,20;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;7;2;89;..;8,70;6,60;..
;Riigi- ja linnateatrid;..nukulavastus;15;1;211;..;18,80;14,20;..
;Riigi- ja linnateatrid;..nüüdistants;7;3;60;..;10,60;8;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;1;0;4;..;0,40;0,30;..
;Riigi- ja linnateatrid;..ooper;21;3;103;..;47,80;36;..
;Riigi- ja linnateatrid;..operett;5;1;41;..;22,70;17,10;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;18;10;239;..;65,90;49,60;..
;Riigi- ja linnateatrid;..tragikomöödia;10;2;79;..;19,40;14,60;..
;Riigi- ja linnateatrid;Kokku;311;92;3 768;538;871,10;656,50;13,51
;Riigi- ja linnateatrid;Mitmeliigilavastus;23;13;288;27;77,80;58,70;11,68
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;0;0;0;0
;Riigi- ja linnateatrid;Muusikalavastus;39;6;293;25;153,80;115,90;17,84
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;23;3;304;84;27,90;21,10;7,65
;Riigi- ja linnateatrid;Sõnalavastus;203;64;2 708;389;527,10;397,30;12,60
;Riigi- ja linnateatrid;Tantsulavastus;23;6;175;13;84,40;63,60;14,94
;Teatrid kokku;..draama;278;96;3 431;..;501,70;378,10;..
;Teatrid kokku;..klassikaline tants;20;3;146;..;77,90;58,70;..
;Teatrid kokku;..komöödia;90;28;1 235;..;252,50;190,30;..
;Teatrid kokku;..muu;15;9;142;..;18,10;13,70;..
;Teatrid kokku;..muu muusikalavastus;3;1;13;..;2,10;1,60;..
;Teatrid kokku;..muu sõnalavastus;4;1;69;..;5,80;4,40;..
;Teatrid kokku;..muu tantsulavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muusika- ja liikumislavastus;8;7;108;..;17,20;12,90;..
;Teatrid kokku;..muusikal;15;3;179;..;105,60;79,60;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;9;4;113;..;10,60;8;..
;Teatrid kokku;..nukulavastus;27;4;405;..;34,60;26,10;..
;Teatrid kokku;..nüüdistants;40;22;245;..;23,10;17,40;..
;Teatrid kokku;..objektiteatri lavastus;1;0;4;..;0,40;0,30;..
;Teatrid kokku;..ooper;23;5;118;..;51;38,50;..
;Teatrid kokku;..operett;5;1;41;..;22,70;17,10;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;53;29;551;..;103;77,70;..
;Teatrid kokku;..tragikomöödia;18;9;196;..;36;27,10;..
;Teatrid kokku;Kokku;610;222;7 047;2 345;1 273,30;959,60;13,44
;Teatrid kokku;Mitmeliigilavastus;76;45;801;171;138,30;104,30;12,45
;Teatrid kokku;Muu lavastus;1;0;51;44;10,80;8,20;3,12
;Teatrid kokku;Muusikalavastus;46;10;351;48;181,40;136,70;18,75
;Teatrid kokku;Nuku- ja objektiteatri lavastus;37;8;522;280;45,70;34,40;6,30
;Teatrid kokku;Sõnalavastus;390;134;4 931;1 692;796,10;599,90;12,66
;Teatrid kokku;Tantsulavastus;60;25;391;110;101;76,10;14,31
2020;Muud teatrid;..draama;121;50;1 092;..;85,40;64,20;..
;Muud teatrid;..klassikaline tants;3;0;8;..;0,70;0,50;..
;Muud teatrid;..komöödia;36;8;392;..;60,50;45,50;..
;Muud teatrid;..muu;12;7;52;..;2,20;1,60;..
;Muud teatrid;..muu muusikalavastus;6;4;42;..;8,20;6,10;..
;Muud teatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Muud teatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Muud teatrid;..muusika- ja liikumislavastus;3;0;53;..;6,40;4,80;..
;Muud teatrid;..muusikal;2;0;27;..;2,20;1,60;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;1;0;6;..;0,20;0,20;..
;Muud teatrid;..nukulavastus;11;2;90;..;5,90;4,50;..
;Muud teatrid;..nüüdistants;22;13;116;..;5,90;4,40;..
;Muud teatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Muud teatrid;..ooper;0;0;0;..;0;0;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;30;17;198;..;32,90;24,80;..
;Muud teatrid;..tragikomöödia;8;1;90;..;11;8,20;..
;Muud teatrid;Kokku;256;102;2 192;1 055;223,60;168,20;15,21
;Muud teatrid;Mitmeliigilavastus;45;24;303;131;41,50;31,20;24,45
;Muud teatrid;Muu lavastus;1;0;26;21;2,20;1,60;5,38
;Muud teatrid;Muusikalavastus;8;4;69;39;10,30;7,80;14,12
;Muud teatrid;Nuku- ja objektiteatri lavastus;12;2;96;95;6,20;4,60;3,42
;Muud teatrid;Sõnalavastus;165;59;1 574;714;156,90;118;13,70
;Muud teatrid;Tantsulavastus;25;13;124;55;6,60;4,90;8,53
;Riigi- ja linnateatrid;..draama;141;39;1 421;..;215,30;162;..
;Riigi- ja linnateatrid;..klassikaline tants;12;4;80;..;41,90;31,50;..
;Riigi- ja linnateatrid;..komöödia;45;7;454;..;103;77,50;..
;Riigi- ja linnateatrid;..muu;5;3;52;..;5,70;4,30;..
;Riigi- ja linnateatrid;..muu muusikalavastus;5;4;37;..;5,70;4,30;..
;Riigi- ja linnateatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusikal;11;2;103;..;41,80;31,40;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;6;1;38;..;2,20;1,70;..
;Riigi- ja linnateatrid;..nukulavastus;11;0;114;..;9,50;7,20;..
;Riigi- ja linnateatrid;..nüüdistants;4;0;37;..;4,40;3,30;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..ooper;14;1;41;..;19,20;14,50;..
;Riigi- ja linnateatrid;..operett;6;1;32;..;15,90;12;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;15;2;128;..;27,20;20,40;..
;Riigi- ja linnateatrid;..tragikomöödia;8;0;56;..;11,80;8,80;..
;Riigi- ja linnateatrid;Kokku;283;64;2 593;385;503,80;378,90;13,67
;Riigi- ja linnateatrid;Mitmeliigilavastus;20;5;180;20;32,90;24,70;11,44
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;0;0;0;0
;Riigi- ja linnateatrid;Muusikalavastus;36;8;213;15;82,70;62,20;17,32
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;17;1;152;18;11,70;8,80;6,81
;Riigi- ja linnateatrid;Sõnalavastus;194;46;1 931;330;330,10;248,30;13,02
;Riigi- ja linnateatrid;Tantsulavastus;16;4;117;2;46,30;34,90;14,96
;Teatrid kokku;..draama;262;89;2 513;..;300,70;226,20;..
;Teatrid kokku;..klassikaline tants;15;4;88;..;42,60;32;..
;Teatrid kokku;..komöödia;81;15;846;..;163,50;123;..
;Teatrid kokku;..muu;17;10;104;..;7,90;5,90;..
;Teatrid kokku;..muu muusikalavastus;11;8;79;..;13,90;10,50;..
;Teatrid kokku;..muu sõnalavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muu tantsulavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muusika- ja liikumislavastus;3;0;53;..;6,40;4,80;..
;Teatrid kokku;..muusikal;13;2;130;..;43,90;33;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;7;1;44;..;2,40;1,80;..
;Teatrid kokku;..nukulavastus;22;2;204;..;15,50;11,60;..
;Teatrid kokku;..nüüdistants;26;13;153;..;10,30;7,80;..
;Teatrid kokku;..objektiteatri lavastus;0;0;0;..;0;0;..
;Teatrid kokku;..ooper;14;1;41;..;19,20;14,50;..
;Teatrid kokku;..operett;6;1;32;..;15,90;12;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;45;19;326;..;60,10;45,20;..
;Teatrid kokku;..tragikomöödia;16;1;146;..;22,70;17,10;..
;Teatrid kokku;Kokku;539;166;4 785;1 440;727,30;547,10;14,01
;Teatrid kokku;Mitmeliigilavastus;65;29;483;151;74,40;55,90;17,49
;Teatrid kokku;Muu lavastus - tsirkus;1;0;26;21;2,20;1,60;5,38
;Teatrid kokku;Muusikalavastus;44;12;282;54;93;69,90;17,25
;Teatrid kokku;Nuku- ja objektiteatri lavastus;29;3;248;113;17,90;13,50;5,82
;Teatrid kokku;Sõnalavastus;359;105;3 505;1 044;487;366,30;13,17
;Teatrid kokku;Tantsulavastus;41;17;241;57;52,90;39,80;14,48
2021;Muud teatrid;..draama;139;65;1 147;..;123,20;92,60;..
;Muud teatrid;..klassikaline tants;2;0;3;..;0,10;0,10;..
;Muud teatrid;..komöödia;40;16;447;..;76,40;57,40;..
;Muud teatrid;..muu;9;7;75;..;0,70;0,50;..
;Muud teatrid;..muu muusikalavastus;3;1;7;..;1,30;1;..
;Muud teatrid;..muu sõnalavastus;1;0;3;..;0,20;0,10;..
;Muud teatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Muud teatrid;..muusika- ja liikumislavastus;3;1;44;..;5,30;4;..
;Muud teatrid;..muusikal;3;2;23;..;7,60;5,70;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;3;2;28;..;1,20;0,90;..
;Muud teatrid;..nukulavastus;15;2;83;..;3,60;2,70;..
;Muud teatrid;..nüüdistants;36;25;191;..;11;8,30;..
;Muud teatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Muud teatrid;..ooper;5;5;10;..;3;2,20;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;25;11;134;..;18,40;13,80;..
;Muud teatrid;..tragikomöödia;8;2;75;..;9,70;7,30;..
;Muud teatrid;Kokku;293;139;2 293;888;264,30;198,60;16,45
;Muud teatrid;Mitmeliigilavastus;37;19;253;87;24,40;18,30;26,71
;Muud teatrid;Muu lavastus;1;0;23;..;2,60;2;..
;Muud teatrid;Muusikalavastus;11;8;40;9;11,90;9;11,21
;Muud teatrid;Nuku- ja objektiteatri lavastus;18;4;111;75;4,80;3,60;4,98
;Muud teatrid;Sõnalavastus;188;83;1 672;662;209,40;157,40;16,12
;Muud teatrid;Tantsulavastus;38;25;194;37;11,10;8,40;9,10
;Riigi- ja linnateatrid;..draama;141;46;1 543;..;197,50;148,40;..
;Riigi- ja linnateatrid;..klassikaline tants;14;2;78;..;32,20;24,20;..
;Riigi- ja linnateatrid;..komöödia;44;8;341;..;65,80;49,40;..
;Riigi- ja linnateatrid;..muu;5;0;31;..;3;2,30;..
;Riigi- ja linnateatrid;..muu muusikalavastus;5;2;46;..;5,70;4,30;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;1;1;7;..;1,90;1,50;..
;Riigi- ja linnateatrid;..muusikal;10;0;60;..;19,90;14,90;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;4;0;29;..;1,30;1;..
;Riigi- ja linnateatrid;..nukulavastus;9;1;81;..;4,70;3,50;..
;Riigi- ja linnateatrid;..nüüdistants;6;2;31;..;4,30;3,20;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..ooper;13;3;48;..;14,50;10,90;..
;Riigi- ja linnateatrid;..operett;4;1;23;..;9,50;7,10;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;13;3;126;..;17,10;12,90;..
;Riigi- ja linnateatrid;..tragikomöödia;9;3;53;..;9,50;7,10;..
;Riigi- ja linnateatrid;Kokku;278;72;2 497;343;386,80;290,60;14,58
;Riigi- ja linnateatrid;Mitmeliigilavastus;19;4;164;31;22,10;16,60;11,19
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;0;0;0;0
;Riigi- ja linnateatrid;Muusikalavastus;32;6;177;16;49,50;37,20;18,03
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;13;1;110;17;6;4,50;6,43
;Riigi- ja linnateatrid;Sõnalavastus;194;57;1 937;276;272,70;204,90;14,18
;Riigi- ja linnateatrid;Tantsulavastus;20;4;109;3;36,50;27,40;16,10
;Teatrid kokku;..draama;280;111;2 690;..;320,70;240,90;..
;Teatrid kokku;..klassikaline tants;16;2;81;..;32,30;24,30;..
;Teatrid kokku;..komöödia;84;24;788;..;142,10;106,80;..
;Teatrid kokku;..muu;14;7;106;..;3,70;2,80;..
;Teatrid kokku;..muu muusikalavastus;8;3;53;..;7,10;5,30;..
;Teatrid kokku;..muu sõnalavastus;1;0;3;..;0,20;0,10;..
;Teatrid kokku;..muu tantsulavastus;0;0;0;..;0;0;..
;Teatrid kokku;..muusika- ja liikumislavastus;4;2;51;..;7,30;5,50;..
;Teatrid kokku;..muusikal;13;2;83;..;27,50;20,60;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;7;2;57;..;2,50;1,90;..
;Teatrid kokku;..nukulavastus;24;3;164;..;8,30;6,20;..
;Teatrid kokku;..nüüdistants;42;27;222;..;15,30;11,50;..
;Teatrid kokku;..objektiteatri lavastus;0;0;0;..;0;0;..
;Teatrid kokku;..ooper;18;8;58;..;17,40;13,10;..
;Teatrid kokku;..operett;4;1;23;..;9,50;7,10;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;38;14;260;..;35,50;26,60;..
;Teatrid kokku;..tragikomöödia;17;5;128;..;19,10;14,40;..
;Teatrid kokku;Kokku;571;211;4 790;1 231;651,10;489,20;15,08
;Teatrid kokku;Mitmeliigilavastus;56;23;417;118;46,50;34,90;17,42
;Teatrid kokku;Muu lavastus - tsirkus;1;0;23;..;2,60;2;..
;Teatrid kokku;Muusikalavastus;43;14;217;25;61,40;46,20;17,85
;Teatrid kokku;Nuku- ja objektiteatri lavastus;31;5;221;92;10,80;8,10;5,95
;Teatrid kokku;Sõnalavastus;382;140;3 609;938;482,10;362,30;14,75
;Teatrid kokku;Tantsulavastus;58;29;303;40;47,60;35,80;15,23
2022;Muud teatrid;..draama;160;63;1 505;..;189,20;140,20;..
